Sport,Season,Type,Location,Opponent,Conference,Day,Month,Outcome,ScoreFor,ScoreAgainst,Length,StreakBeforeMatch,Attend
WVB,2018,RS,H,UIC,HL,Sat,9,L,1,3,4,W8,Y
WVB,2018,RS,H,Northwestern,B1G,Sat,9,L,1,3,4,L1,Y
WVB,2018,RS,A,Evansville,MVC,Fri,9,W,3,2,5,L2,N
WVB,2018,RS,A,IndianaState,MVC,Sat,9,W,3,0,3,W1,N
WVB,2018,RS,H,MissouriState,MVC,Mon,9,W,3,0,3,W2,Y
WVB,2018,RS,H,NorthernIowa,MVC,Fri,9,L,0,3,3,W3,Y
WVB,2018,RS,H,Drake,MVC,Sat,9,L,1,3,4,L1,Y
WVB,2018,RS,A,Valparaiso,MVC,Fri,10,L,2,3,5,L2,N
WVB,2018,RS,A,Bradley,MVC,Fri,10,L,1,3,4,L3,N
WVB,2018,RS,A,IllinoisState,MVC,Sat,10,L,0,3,3,L4,N
WVB,2018,RS,H,IndianaState,MVC,Fri,10,W,3,1,4,L5,Y
WVB,2018,RS,H,Evansville,MVC,Sat,10,W,3,0,3,W1,Y
WVB,2018,RS,A,Drake,MVC,Fri,10,W,3,0,3,W2,N
WVB,2018,RS,A,NorthernIowa,MVC,Sat,10,L,0,3,3,W3,N
WVB,2018,RS,H,SouthernIllinois,MVC,Mon,10,W,3,0,3,L1,Y
WVB,2018,RS,H,Valparaiso,MVC,Fri,11,L,2,3,5,W1,Y
WVB,2018,RS,H,IllinoisState,MVC,Fri,11,L,0,3,3,L1,Y
WVB,2018,RS,H,Bradley,MVC,Sat,11,L,2,3,5,L2,Y
WVB,2018,RS,A,SouthernIllinois,MVC,Fri,11,W,3,0,3,L3,N
WVB,2018,RS,A,MissouriState,MVC,Sat,11,L,0,3,3,W1,N
WVB,2019,RS,N,WesternKentucky,CUSA,Fri,8,L,2,3,5,L1,N
WVB,2019,RS,N,NorthDakotaState,Summit,Sat,8,W,3,1,4,L2,N
WVB,2019,RS,A,Toledo,MAC,Sat,8,L,2,3,5,W1,N
WVB,2019,RS,H,StephenFAustin,Southland,Thu,9,L,1,3,4,L1,Y
WVB,2019,RS,H,LoyolaMaryland,Patriot,Fri,9,W,3,2,5,L2,N
WVB,2019,RS,H,MontanaState,BigSky,Fri,9,W,3,0,3,W1,Y
WVB,2019,RS,H,WesternMichigan,MAC,Sat,9,L,1,3,4,W2,Y
WVB,2019,RS,N,VirginiaTech,ACC,Fri,9,L,1,3,4,L1,N
WVB,2019,RS,N,UCIrvine,BigWest,Sat,9,W,3,0,3,L2,N
WVB,2019,RS,A,AirForce,MWC,Sat,9,W,3,0,3,W1,N
WVB,2019,RS,N,Northwestern,B1G,Fri,9,W,3,2,5,W2,Y
WVB,2019,RS,A,DePaul,BE,Sat,9,W,3,1,4,W3,Y
WVB,2019,RS,N,UIC,HL,Sat,9,L,0,3,3,W4,Y
WVB,2019,RS,H,Valparaiso,MVC,Fri,9,W,3,0,3,L1,Y
WVB,2019,RS,H,Drake,MVC,Mon,9,W,3,1,4,W1,N
WVB,2019,RS,A,IndianaState,MVC,Fri,10,W,3,0,3,W2,N
WVB,2019,RS,A,Evansville,MVC,Sat,10,W,3,0,3,W3,N
WVB,2019,RS,H,SouthernIllinois,MVC,Fri,10,W,3,1,4,W4,Y
WVB,2019,RS,H,MissouriState,MVC,Sat,10,W,3,0,3,W5,Y
WVB,2019,RS,A,IllinoisState,MVC,Fri,10,L,1,3,4,W6,N
WVB,2019,RS,A,Bradley,MVC,Sat,10,W,3,0,3,L1,N
WVB,2019,RS,H,NorthernIowa,MVC,Mon,10,L,1,3,4,W1,N
WVB,2019,RS,A,Valparaiso,MVC,Fri,10,W,3,0,3,L1,N
WVB,2019,RS,H,Evansville,MVC,Fri,11,W,3,0,3,W1,Y
WVB,2019,RS,H,IndianaState,MVC,Sat,11,W,3,1,4,W2,Y
WVB,2019,RS,A,MissouriState,MVC,Fri,11,W,3,1,4,W3,N
WVB,2019,RS,A,SouthernIllinois,MVC,Sat,11,W,3,2,5,W4,N
WVB,2019,RS,H,Bradley,MVC,Fri,11,W,3,2,5,W5,Y
WVB,2019,RS,H,IllinoisState,MVC,Sat,11,L,1,3,4,W6,Y
WVB,2019,RS,A,NorthernIowa,MVC,Fri,11,L,1,3,4,L1,N
WVB,2019,RS,A,Drake,MVC,Sat,11,W,3,2,5,L2,N
WVB,2019,CT,N,IllinoisState,MVC,Fri,11,L,1,3,4,W1,N
WVB,2020,RS,H,Valparaiso,MVC,Mon,1,W,3,2,5,L1,N
WVB,2020,RS,H,Butler,BE,Fri,1,W,3,2,5,W1,N
WVB,2020,RS,A,Valparaiso,MVC,Mon,2,L,1,3,4,W2,N
WVB,2020,RS,A,SouthernIllinois,MVC,Sun,2,W,3,0,3,L1,N
WVB,2020,RS,A,SouthernIllinois,MVC,Mon,2,W,3,0,3,W1,N
WVB,2020,RS,H,Evansville,MVC,Sun,2,W,3,2,5,W2,N
WVB,2020,RS,H,Evansville,MVC,Mon,2,L,2,3,5,W3,N
WVB,2020,RS,A,IndianaState,MVC,Sun,2,W,3,1,4,L1,N
WVB,2020,RS,A,IndianaState,MVC,Mon,2,L,0,3,3,W1,N
WVB,2020,RS,H,MissouriState,MVC,Sun,3,W,3,2,5,L1,N
WVB,2020,RS,H,MissouriState,MVC,Mon,3,L,0,3,3,W1,N
WVB,2020,RS,A,Bradley,MVC,Sun,3,L,0,3,3,L1,N
WVB,2020,RS,A,Bradley,MVC,Mon,3,L,0,3,3,L2,N
WVB,2020,RS,A,NorthernIowa,MVC,Sun,3,L,2,3,5,L3,N
WVB,2020,RS,A,NorthernIowa,MVC,Mon,3,W,3,1,4,L4,N
WVB,2020,RS,H,Drake,MVC,Sat,3,W,3,0,3,W1,N
WVB,2020,RS,H,Drake,MVC,Sun,3,L,1,3,4,W2,N
WVB,2020,CT,N,MissouriState,MVC,Thu,4,W,3,2,5,L1,N
WVB,2020,CT,N,NorthernIowa,MVC,Fri,4,W,3,1,4,W1,N
WVB,2020,CT,A,IllinoisState,MVC,Sat,4,L,1,3,4,W2,N
WVB,2021,RS,N,Oakland,HL,Fri,8,W,3,1,4,L1,N
WVB,2021,RS,N,WesternKentucky,CUSA,Sat,8,L,1,3,4,W1,N
WVB,2021,RS,A,NotreDame,ACC,Sat,8,L,0,3,3,L1,N
WVB,2021,RS,H,EasternKentucky,ASUN,Fri,9,W,3,0,3,L2,N
WVB,2021,RS,H,SIUE,OVC,Fri,9,W,3,1,4,W1,N
WVB,2021,RS,H,Xavier,BE,Sat,9,W,3,2,5,W2,N
WVB,2021,RS,N,Ohio,MAC,Thu,9,W,3,0,3,W3,N
WVB,2021,RS,N,FresnoState,MWC,Thu,9,W,3,0,3,W4,N
WVB,2021,RS,A,KansasState,B12,Fri,9,L,2,3,5,W5,N
WVB,2021,RS,N,DePaul,BE,Fri,9,L,0,3,3,L1,N
WVB,2021,RS,N,UIC,HL,Sat,9,W,3,0,3,L2,N
WVB,2021,RS,A,Northwestern,B1G,Sat,9,L,0,3,3,W1,N
WVB,2021,RS,A,MissouriState,MVC,Fri,9,W,3,1,4,L1,N
WVB,2021,RS,A,SouthernIllinois,MVC,Sat,9,W,3,1,4,W1,N
WVB,2021,RS,H,Evansville,MVC,Fri,10,W,3,0,3,W2,N
WVB,2021,RS,H,IndianaState,MVC,Sat,10,W,3,1,4,W3,N
WVB,2021,RS,H,NorthernIowa,MVC,Mon,10,W,3,1,4,W4,N
WVB,2021,RS,H,Valparaiso,MVC,Fri,10,W,3,0,3,W5,N
WVB,2021,RS,A,IllinoisState,MVC,Fri,10,L,1,3,4,W6,N
WVB,2021,RS,A,Bradley,MVC,Sat,10,W,3,2,5,L1,N
WVB,2021,RS,H,SouthernIllinois,MVC,Fri,10,W,3,1,4,W1,N
WVB,2021,RS,H,MissouriState,MVC,Sat,10,W,3,0,3,W2,N
WVB,2021,RS,A,IndianaState,MVC,Fri,10,W,3,0,3,W3,N
WVB,2021,RS,A,Evansville,MVC,Sat,10,W,3,2,5,W4,N
WVB,2021,RS,H,Drake,MVC,Mon,11,W,3,0,3,W5,N
WVB,2021,RS,A,Valparaiso,MVC,Fri,11,L,0,3,3,W6,N
WVB,2021,RS,H,Bradley,MVC,Fri,11,L,2,3,5,L1,N
WVB,2021,RS,H,IllinoisState,MVC,Sat,11,W,3,1,4,L2,N
WVB,2021,RS,A,Drake,MVC,Fri,11,L,1,3,4,W1,N
WVB,2021,RS,A,NorthernIowa,MVC,Sat,11,W,3,1,4,L1,N
WVB,2021,CT,N,Valparaiso,MVC,Fri,11,W,3,2,5,W1,N
WVB,2021,CT,A,IllinoisState,MVC,Sat,11,L,2,3,5,W2,N
WVB,2022,RS,N,BowlingGreen,MAC,Fri,8,W,3,1,4,L1,N
WVB,2022,RS,A,Tennessee,SEC,Fri,8,L,2,3,5,W1,N
WVB,2022,RS,N,Purdue,B1G,Sat,8,L,0,3,3,L1,N
WVB,2022,RS,N,MoreheadState,OVC,Fri,9,W,3,1,4,L2,N
WVB,2022,RS,N,Toledo,MAC,Fri,9,W,3,0,3,W1,N
WVB,2022,RS,A,Michigan,B1G,Sat,9,L,2,3,5,W2,N
WVB,2022,RS,A,Marquette,BE,Tue,9,L,1,3,4,L1,N
WVB,2022,RS,H,SaintThomas,Summit,Fri,9,W,3,0,3,L2,N
WVB,2022,RS,H,KansasState,B12,Fri,9,W,3,1,4,W1,Y
WVB,2022,RS,H,Rutgers,B1G,Sat,9,W,3,1,4,W2,Y
WVB,2022,RS,A,UIC,MVC,Fri,9,L,0,3,3,W3,Y
WVB,2022,RS,N,DePaul,BE,Sat,9,L,1,3,4,L1,Y
WVB,2022,RS,N,Northwestern,B1G,Sat,9,L,2,3,5,L2,Y
WVB,2022,RS,A,GeorgeWashington,A10,Fri,9,W,3,1,4,L3,N
WVB,2022,RS,A,GeorgeWashington,A10,Sat,9,W,3,2,5,W1,N
WVB,2022,RS,H,Fordham,A10,Fri,9,W,3,0,3,W2,Y
WVB,2022,RS,H,Fordham,A10,Sat,10,W,3,0,3,W3,Y
WVB,2022,RS,A,SaintLouis,A10,Tue,10,W,3,1,4,W4,N
WVB,2022,RS,A,Duquesne,A10,Sat,10,W,3,1,4,W5,N
WVB,2022,RS,A,Duquesne,A10,Sun,10,W,3,0,3,W6,N
WVB,2022,RS,H,GeorgeMason,A10,Fri,10,W,3,0,3,W7,Y
WVB,2022,RS,H,GeorgeMason,A10,Sat,10,W,3,1,4,W8,Y
WVB,2022,RS,A,RhodeIsland,A10,Fri,10,W,3,0,3,W9,N
WVB,2022,RS,A,RhodeIsland,A10,Sat,10,W,3,0,3,W10,N
WVB,2022,RS,H,SaintLouis,A10,Tue,10,W,3,1,4,W11,Y
WVB,2022,RS,H,VCU,A10,Fri,10,W,3,0,3,W12,Y
WVB,2022,RS,H,VCU,A10,Sat,10,W,3,0,3,W13,Y
WVB,2022,RS,A,Dayton,A10,Fri,11,L,2,3,5,W14,N
WVB,2022,RS,A,Dayton,A10,Sat,11,W,3,1,4,L1,N
WVB,2022,RS,H,Davidson,A10,Fri,11,W,3,1,4,W1,Y
WVB,2022,RS,H,Davidson,A10,Sat,11,W,3,1,4,W2,N
WVB,2022,CT,N,GeorgeWashington,A10,Sat,11,W,3,2,5,W3,Y
WVB,2022,CT,N,Dayton,A10,Sun,11,W,3,1,4,W4,Y
WVB,2022,NCAA,N,Kentucky,SEC,Thu,12,L,0,3,3,W5,N
MBB,2016-17,RS,H,AlcornState,SWAC,Fri,11,W,69,44,RT,L1,N
MBB,2016-17,RS,H,IUNorthwest,NAIACCAC,Sun,11,W,100,51,RT,W1,N
MBB,2016-17,RS,H,Eureka,DIIISLIAC,Mon,11,W,97,59,RT,W2,N
MBB,2016-17,RS,N,SaintJosephs,A10,Fri,11,L,57,71,RT,W3,N
MBB,2016-17,RS,N,OralRoberts,Summit,Sat,11,W,78,53,RT,L1,N
MBB,2016-17,RS,N,WashingtonState,P12,Mon,11,W,88,79,RT,W1,N
MBB,2016-17,RS,A,NCState,ACC,Sat,11,L,77,79,RT,W2,N
MBB,2016-17,RS,H,NorfolkState,MEAC,Wed,11,W,75,62,RT,L1,N
MBB,2016-17,RS,H,SanDiegoState,MWC,Sat,12,W,65,59,RT,W1,N
MBB,2016-17,RS,H,WrightState,HL,Wed,12,W,77,64,RT,W2,N
MBB,2016-17,RS,H,Milwaukee,HL,Sat,12,W,72,56,RT,W3,N
MBB,2016-17,RS,A,UIC,HL,Sat,12,W,81,75,OT,W4,N
MBB,2016-17,RS,A,Toledo,MAC,Tue,12,L,70,74,RT,W5,N
MBB,2016-17,RS,A,Drake,MVC,Thu,12,L,98,102,RT,L1,N
MBB,2016-17,RS,H,IllinoisState,MVC,Sun,1,L,59,81,RT,L2,N
MBB,2016-17,RS,H,NorthernIowa,MVC,Wed,1,W,77,66,RT,L3,N
MBB,2016-17,RS,A,Bradley,MVC,Sat,1,W,78,62,RT,W1,N
MBB,2016-17,RS,A,WichitaState,MVC,Wed,1,L,75,87,RT,W2,N
MBB,2016-17,RS,H,MissouriState,MVC,Sun,1,W,77,71,RT,L1,N
MBB,2016-17,RS,A,NorthernIowa,MVC,Wed,1,L,69,72,2OT,W1,N
MBB,2016-17,RS,H,Evansville,MVC,Sat,1,W,67,61,RT,L1,Y
MBB,2016-17,RS,H,Bradley,MVC,Wed,1,W,70,50,RT,W1,Y
MBB,2016-17,RS,A,IndianaState,MVC,Sat,1,W,81,66,RT,W2,N
MBB,2016-17,RS,A,MissouriState,MVC,Tue,1,L,81,82,OT,W3,N
MBB,2016-17,RS,H,SouthernIllinois,MVC,Sat,2,L,61,67,RT,L1,Y
MBB,2016-17,RS,A,Evansville,MVC,Wed,2,L,58,60,RT,L2,N
MBB,2016-17,RS,H,WichitaState,MVC,Sun,2,L,64,81,RT,L3,Y
MBB,2016-17,RS,H,IndianaState,MVC,Wed,2,W,64,46,RT,L4,N
MBB,2016-17,RS,A,IllinoisState,MVC,Sun,2,L,63,65,RT,W1,N
MBB,2016-17,RS,H,Drake,MVC,Wed,2,W,80,65,RT,L1,Y
MBB,2016-17,RS,A,SouthernIllinois,MVC,Sat,2,L,70,72,RT,W1,N
MBB,2016-17,CT,N,SouthernIllinois,MVC,Fri,3,L,50,55,RT,L1,N
MBB,2017-18,RS,H,WrightState,HL,Fri,11,W,84,80,RT,L2,Y
MBB,2017-18,RS,H,Eureka,DIIISLIAC,Sun,11,W,96,69,RT,W1,Y
MBB,2017-18,RS,A,UMKC,WAC,Thu,11,W,66,56,RT,W2,N
MBB,2017-18,RS,H,Samford,SoCon,Sun,11,W,88,67,RT,W3,Y
MBB,2017-18,RS,H,MississippiValleyState,SWAC,Tue,11,W,63,50,RT,W4,Y
MBB,2017-18,RS,N,UNCW,CAA,Fri,11,W,102,78,RT,W5,N
MBB,2017-18,RS,N,KentState,MAC,Sat,11,W,75,60,RT,W6,N
MBB,2017-18,RS,A,BoiseState,MWC,Tue,11,L,53,87,RT,W7,N
MBB,2017-18,RS,H,UIC,HL,Sat,12,W,85,61,RT,L1,Y
MBB,2017-18,RS,A,Florida,SEC,Wed,12,W,65,59,RT,W1,N
MBB,2017-18,RS,H,NorfolkState,MEAC,Sat,12,W,80,52,RT,W2,Y
MBB,2017-18,RS,A,Milwaukee,HL,Sat,12,L,56,73,RT,W3,N
MBB,2017-18,RS,A,MissouriState,MVC,Fri,12,L,59,64,RT,L1,N
MBB,2017-18,RS,H,Evansville,MVC,Sat,12,W,66,59,RT,L2,N
MBB,2017-18,RS,H,IndianaState,MVC,Wed,1,L,57,61,RT,W1,N
MBB,2017-18,RS,A,NorthernIowa,MVC,Sun,1,W,56,50,RT,L1,N
MBB,2017-18,RS,A,IllinoisState,MVC,Wed,1,W,68,61,RT,W1,N
MBB,2017-18,RS,H,Bradley,MVC,Sat,1,W,81,65,RT,W2,N
MBB,2017-18,RS,H,SouthernIllinois,MVC,Wed,1,W,79,65,RT,W3,Y
MBB,2017-18,RS,A,Valparaiso,MVC,Sun,1,W,70,54,RT,W4,Y
MBB,2017-18,RS,A,Drake,MVC,Wed,1,W,80,57,RT,W5,N
MBB,2017-18,RS,H,NorthernIowa,MVC,Sun,1,W,70,47,RT,W6,Y
MBB,2017-18,RS,A,Bradley,MVC,Wed,1,L,67,69,RT,W7,N
MBB,2017-18,RS,H,MissouriState,MVC,Sat,2,W,97,75,RT,L1,Y
MBB,2017-18,RS,H,Drake,MVC,Wed,2,W,72,57,RT,W1,Y
MBB,2017-18,RS,A,IndianaState,MVC,Sat,2,W,75,71,RT,W2,N
MBB,2017-18,RS,H,Valparaiso,MVC,Wed,2,W,80,71,RT,W3,Y
MBB,2017-18,RS,A,Evansville,MVC,Sun,2,W,76,66,RT,W4,N
MBB,2017-18,RS,A,SouthernIllinois,MVC,Wed,2,W,75,56,RT,W5,N
MBB,2017-18,RS,H,IllinoisState,MVC,Sat,2,W,68,61,RT,W6,Y
MBB,2017-18,CT,N,NorthernIowa,MVC,Fri,3,W,54,50,RT,W7,N
MBB,2017-18,CT,N,Bradley,MVC,Sat,3,W,62,54,RT,W8,Y
MBB,2017-18,CT,N,IllinoisState,MVC,Sun,3,W,65,49,RT,W9,Y
MBB,2017-18,NCAA,N,MiamiFL,ACC,Thu,3,W,64,62,RT,W10,N
MBB,2017-18,NCAA,N,Tennessee,SEC,Sat,3,W,63,62,RT,W11,N
MBB,2017-18,NCAA,N,Nevada,MWC,Thu,3,W,69,68,RT,W12,N
MBB,2017-18,NCAA,N,KansasState,B12,Sat,3,W,78,62,RT,W13,N
MBB,2017-18,NCAA,N,Michigan,B1G,Sat,3,L,57,69,RT,W14,N
MBB,2018-19,RS,H,UMKC,WAC,Tue,11,W,76,45,RT,L1,Y
MBB,2018-19,RS,H,Furman,SoCon,Fri,11,L,58,60,RT,W1,Y
MBB,2018-19,RS,H,Niagara,MAAC,Wed,11,W,75,62,RT,L1,Y
MBB,2018-19,RS,H,GramblingState,SWAC,Fri,11,W,80,64,RT,W1,Y
MBB,2018-19,RS,N,Richmond,A10,Mon,11,W,82,66,RT,W2,N
MBB,2018-19,RS,N,BostonCollege,ACC,Wed,11,L,66,78,RT,W3,N
MBB,2018-19,RS,H,Nevada,MWC,Tue,11,L,65,79,RT,L1,Y
MBB,2018-19,RS,A,UIC,HL,Sat,12,W,73,64,RT,L2,Y
MBB,2018-19,RS,H,BallState,MAC,Wed,12,L,69,75,RT,W1,N
MBB,2018-19,RS,N,Maryland,B1G,Sat,12,L,41,55,RT,L1,N
MBB,2018-19,RS,H,NorfolkState,MEAC,Sun,12,W,80,49,RT,L2,N
MBB,2018-19,RS,H,Benedictine,DIIINACC,Tue,12,W,74,47,RT,W1,N
MBB,2018-19,RS,N,SaintJosephs,A10,Sat,12,L,42,45,RT,W2,N
MBB,2018-19,RS,H,IndianaState,MVC,Wed,1,W,79,44,RT,L1,N
MBB,2018-19,RS,A,Drake,MVC,Sat,1,W,85,74,RT,W1,N
MBB,2018-19,RS,A,Evansville,MVC,Tue,1,L,48,67,RT,W2,N
MBB,2018-19,RS,H,IllinoisState,MVC,Sat,1,W,67,64,RT,L1,Y
MBB,2018-19,RS,H,Valparaiso,MVC,Tue,1,W,71,54,RT,W1,Y
MBB,2018-19,RS,A,IndianaState,MVC,Sat,1,W,75,67,RT,W2,N
MBB,2018-19,RS,A,MissouriState,MVC,Wed,1,L,35,60,RT,W3,N
MBB,2018-19,RS,H,SouthernIllinois,MVC,Sun,1,W,75,70,RT,L1,Y
MBB,2018-19,RS,H,NorthernIowa,MVC,Wed,1,W,61,60,RT,W1,Y
MBB,2018-19,RS,A,IllinoisState,MVC,Sat,2,L,57,65,RT,W2,N
MBB,2018-19,RS,H,Drake,MVC,Tue,2,W,86,64,RT,L1,Y
MBB,2018-19,RS,A,Valparaiso,MVC,Sun,2,W,56,51,RT,W1,Y
MBB,2018-19,RS,A,Bradley,MVC,Wed,2,L,54,61,RT,W2,N
MBB,2018-19,RS,H,MissouriState,MVC,Sun,2,L,61,65,RT,L1,Y
MBB,2018-19,RS,H,Evansville,MVC,Wed,2,W,70,58,RT,L2,Y
MBB,2018-19,RS,A,SouthernIllinois,MVC,Sun,2,L,53,63,RT,W1,N
MBB,2018-19,RS,A,NorthernIowa,MVC,Wed,2,W,56,55,RT,L1,N
MBB,2018-19,RS,H,Bradley,MVC,Sat,3,W,81,68,RT,W1,Y
MBB,2018-19,CT,N,Valparaiso,MVC,Fri,3,W,67,54,RT,W2,Y
MBB,2018-19,CT,N,Bradley,MVC,Sat,3,L,51,53,RT,W3,Y
MBB,2018-19,NIT,N,Creighton,BE,Tue,3,L,61,70,RT,L1,N
MBB,2019-20,RS,H,UCDavis,BigWest,Tue,11,W,82,48,RT,L2,Y
MBB,2019-20,RS,A,Furman,SoCon,Fri,11,L,63,87,RT,W1,N
MBB,2019-20,RS,H,CoppinState,MEAC,Tue,11,L,72,76,RT,L1,N
MBB,2019-20,RS,H,SaintJosephs,A10,Sat,11,W,85,68,RT,L2,Y
MBB,2019-20,RS,H,IUPUI,HL,Wed,11,W,85,62,RT,W1,Y
MBB,2019-20,RS,N,SouthFlorida,AAC,Mon,11,L,55,66,RT,W2,N
MBB,2019-20,RS,N,ColoradoState,MWC,Tue,11,L,60,61,RT,L1,N
MBB,2019-20,RS,N,OldDominion,CUSA,Wed,11,W,68,61,RT,L2,N
MBB,2019-20,RS,A,BallState,MAC,Tue,12,W,70,58,RT,W1,N
MBB,2019-20,RS,H,Quincy,DIIGLVC,Sat,12,W,90,59,RT,W2,N
MBB,2019-20,RS,H,NorfolkState,MEAC,Sun,12,W,64,45,RT,W3,Y
MBB,2019-20,RS,N,Vanderbilt,SEC,Wed,12,W,78,70,RT,W4,Y
MBB,2019-20,RS,H,Davidson,A10,Sun,12,L,56,59,RT,W5,N
MBB,2019-20,RS,A,Valparaiso,MVC,Mon,12,W,66,63,RT,L1,N
MBB,2019-20,RS,H,MissouriState,MVC,Sat,1,W,62,58,RT,W1,N
MBB,2019-20,RS,A,Drake,MVC,Tue,1,L,62,65,RT,W2,N
MBB,2019-20,RS,H,Evansville,MVC,Sat,1,W,78,44,RT,L1,Y
MBB,2019-20,RS,H,SouthernIllinois,MVC,Thu,1,W,64,48,RT,W1,Y
MBB,2019-20,RS,A,IllinoisState,MVC,Sun,1,W,62,50,RT,W2,N
MBB,2019-20,RS,H,IndianaState,MVC,Wed,1,W,75,55,RT,W3,Y
MBB,2019-20,RS,A,NorthernIowa,MVC,Sun,1,L,62,67,OT,W4,N
MBB,2019-20,RS,A,SouthernIllinois,MVC,Wed,1,L,63,68,RT,L1,N
MBB,2019-20,RS,H,Bradley,MVC,Sat,2,W,62,51,RT,L2,Y
MBB,2019-20,RS,A,IndianaState,MVC,Wed,2,L,39,68,RT,W1,N
MBB,2019-20,RS,H,Valparaiso,MVC,Sun,2,W,70,68,RT,L1,Y
MBB,2019-20,RS,A,Evansville,MVC,Sat,2,W,73,66,RT,W1,N
MBB,2019-20,RS,H,NorthernIowa,MVC,Sat,2,W,82,73,OT,W2,Y
MBB,2019-20,RS,H,IllinoisState,MVC,Wed,2,W,84,69,RT,W3,Y
MBB,2019-20,RS,A,MissouriState,MVC,Sat,2,L,62,74,RT,W4,N
MBB,2019-20,RS,H,Drake,MVC,Tue,2,W,64,60,RT,L1,Y
MBB,2019-20,RS,A,Bradley,MVC,Sat,2,W,67,66,RT,W1,N
MBB,2019-20,CT,N,Valparaiso,MVC,Fri,3,L,73,74,OT,W2,Y
MBB,2020-21,RS,H,Lewis,DIIGLVC,Sat,12,W,76,48,RT,L1,N
MBB,2020-21,RS,H,ChicagoState,WAC,Wed,12,W,88,51,RT,W1,N
MBB,2020-21,RS,A,UIC,HL,Sun,12,W,77,66,RT,W2,N
MBB,2020-21,RS,A,Wisconsin,B1G,Tue,12,L,63,77,RT,W3,N
MBB,2020-21,RS,A,Richmond,A10,Fri,12,L,73,75,RT,L1,N
MBB,2020-21,RS,H,StFrancisIL,NAIACCAC,Tue,12,W,92,55,RT,L2,N
MBB,2020-21,RS,H,IllinoisState,MVC,Sun,12,W,90,69,RT,W1,N
MBB,2020-21,RS,H,IllinoisState,MVC,Mon,12,W,86,55,RT,W2,N
MBB,2020-21,RS,H,NorthTexas,CUSA,Sat,1,W,57,49,RT,W3,N
MBB,2020-21,RS,A,IndianaState,MVC,Sun,1,L,71,76,RT,W4,N
MBB,2020-21,RS,A,IndianaState,MVC,Mon,1,W,58,48,RT,L1,N
MBB,2020-21,RS,H,NorthernIowa,MVC,Sat,1,W,72,57,RT,W1,N
MBB,2020-21,RS,H,NorthernIowa,MVC,Sun,1,W,88,46,RT,W2,N
MBB,2020-21,RS,A,Valparaiso,MVC,Wed,1,W,75,39,RT,W3,N
MBB,2020-21,RS,A,Bradley,MVC,Sun,1,W,69,56,RT,W4,N
MBB,2020-21,RS,A,Bradley,MVC,Mon,1,W,65,58,RT,W5,N
MBB,2020-21,RS,A,MissouriState,MVC,Sun,1,W,72,46,RT,W6,N
MBB,2020-21,RS,A,MissouriState,MVC,Mon,2,W,70,50,RT,W7,N
MBB,2020-21,RS,H,Evansville,MVC,Sat,2,W,68,55,RT,W8,N
MBB,2020-21,RS,H,Evansville,MVC,Sun,2,W,69,58,RT,W9,N
MBB,2020-21,RS,A,Drake,MVC,Sat,2,W,81,54,RT,W10,N
MBB,2020-21,RS,A,Drake,MVC,Sun,2,L,50,51,OT,W11,N
MBB,2020-21,RS,H,Valparaiso,MVC,Wed,2,W,54,52,RT,L1,N
MBB,2020-21,RS,H,SouthernIllinois,MVC,Fri,2,W,60,52,RT,W1,N
MBB,2020-21,RS,H,SouthernIllinois,MVC,Sat,2,W,65,58,OT,W2,N
MBB,2020-21,CT,N,SouthernIllinois,MVC,Fri,3,W,73,49,RT,W3,N
MBB,2020-21,CT,N,IndianaState,MVC,Sat,3,W,65,49,RT,W4,N
MBB,2020-21,CT,N,Drake,MVC,Sun,3,W,75,65,RT,W5,N
MBB,2020-21,NCAA,N,GeorgiaTech,ACC,Fri,3,W,71,50,RT,W6,N
MBB,2020-21,NCAA,N,Illinois,B1G,Sun,3,W,71,58,RT,W7,N
MBB,2020-21,NCAA,N,OregonState,P12,Sat,3,L,58,65,RT,W8,N
MBB,2021-22,RS,H,CoppinState,MEAC,Tue,11,W,103,45,RT,L1,N
MBB,2021-22,RS,H,FloridaGulfCoast,ASUN,Sat,11,W,89,77,RT,W1,N
MBB,2021-22,RS,H,ChicagoState,WAC,Tue,11,W,92,56,RT,W2,N
MBB,2021-22,RS,H,UIC,HL,Sat,11,W,80,63,RT,W3,N
MBB,2021-22,RS,N,MichiganState,B1G,Wed,11,L,61,63,RT,W4,N
MBB,2021-22,RS,N,Auburn,SEC,Thu,11,L,53,62,RT,L1,N
MBB,2021-22,RS,N,ArizonaState,P12,Fri,11,W,77,59,RT,L2,N
MBB,2021-22,RS,H,IndianaState,MVC,Wed,12,W,88,76,RT,W1,N
MBB,2021-22,RS,A,DePaul,BE,Sat,12,W,68,64,RT,W2,N
MBB,2021-22,RS,H,Roosevelt,NAIACCAC,Tue,12,W,88,49,RT,W3,N
MBB,2021-22,RS,A,Vanderbilt,SEC,Fri,12,W,69,58,RT,W4,N
MBB,2021-22,RS,N,SanFrancisco,WCC,Thu,1,W,79,74,RT,W5,N
MBB,2021-22,RS,H,Bradley,MVC,Sat,1,W,78,71,OT,W6,N
MBB,2021-22,RS,H,Valparaiso,MVC,Tue,1,W,81,74,2OT,W7,N
MBB,2021-22,RS,A,IndianaState,MVC,Sat,1,W,64,56,RT,W8,N
MBB,2021-22,RS,A,Evansville,MVC,Tue,1,W,77,48,RT,W9,N
