Sport,Season,Type,Location,Opponent,Conference,Day,Month,Outcome,ScoreFor,ScoreAgainst,Length,StreakBeforeMatch,Attend
MVB,2019,RS,H,Pepperdine,MPSF,Fri,1,W,3,2,5,W3,N
MVB,2019,RS,H,UCSanDiego,BigWest,Sat,1,W,3,0,3,W4,Y
MVB,2019,RS,A,CSUN,BigWest,Fri,1,W,3,0,3,W5,N
MVB,2019,RS,A,UCSantaBarbara,BigWest,Sat,1,L,1,3,4,W6,N
MVB,2019,RS,H,UCLA,MPSF,Thu,1,L,1,3,4,L1,N
MVB,2019,RS,H,PennState,EIVA,Sat,2,W,3,1,4,L2,Y
MVB,2019,RS,A,Quincy,MIVA,Fri,2,W,3,0,3,W1,N
MVB,2019,RS,A,Lindenwood,MIVA,Sat,2,W,3,1,4,W2,N
MVB,2019,RS,H,PurdueFortWayne,MIVA,Fri,2,W,3,1,4,W3,Y
MVB,2019,RS,H,BallState,MIVA,Sat,2,W,3,1,4,W4,N
MVB,2019,RS,A,McKendree,MIVA,Thu,2,W,3,1,4,W5,N
MVB,2019,RS,A,OhioState,MIVA,Sun,2,W,3,0,3,W6,N
MVB,2019,RS,H,Lewis,MIVA,Fri,3,L,1,3,4,W7,N
MVB,2019,RS,A,GrandCanyon,MPSF,Fri,3,L,2,3,5,L1,N
MVB,2019,RS,A,GrandCanyon,MPSF,Sat,3,L,2,3,5,L2,N
MVB,2019,RS,A,Lewis,MIVA,Fri,3,L,1,3,4,L3,N
MVB,2019,RS,A,BallState,MIVA,Thu,3,W,3,0,3,L4,N
MVB,2019,RS,A,PurdueFortWayne,MIVA,Sat,3,W,3,1,4,W1,N
MVB,2019,RS,H,McKendree,MIVA,Thu,3,W,3,0,3,W2,N
MVB,2019,RS,H,OhioState,MIVA,Fri,3,W,3,0,3,W3,N
MVB,2019,RS,H,Lindenwood,MIVA,Fri,4,W,3,1,4,W4,N
MVB,2019,RS,H,Quincy,MIVA,Sat,4,W,3,0,3,W5,Y
MVB,2019,CT,H,OhioState,MIVA,Sat,4,W,3,1,4,W6,Y
MVB,2019,CT,H,PurdueFortWayne,MIVA,Wed,4,W,3,1,4,W7,Y
MVB,2019,CT,A,Lewis,MIVA,Sat,4,L,0,3,3,W8,N
MVB,2020,RS,H,King,ConferenceCarolinas,Thu,1,W,3,1,4,L1,N
MVB,2020,RS,H,BYU,MPSF,Fri,1,L,1,3,4,W1,N
MVB,2020,RS,A,UCSanDiego,BigWest,Thu,1,L,2,3,5,L1,N
MVB,2020,RS,A,UCIrvine,BigWest,Fri,1,L,1,3,4,L2,N
MVB,2020,RS,H,PennState,EIVA,Fri,1,L,0,3,3,L3,Y
MVB,2020,RS,H,Hawaii,BigWest,Sat,1,L,1,3,4,L4,N
MVB,2020,RS,H,Charleston,EIVA,Fri,1,W,3,1,4,L4,Y
MVB,2020,RS,H,Urbana,Independent,Sat,1,W,3,0,3,W1,Y
MVB,2020,RS,A,GeorgeMason,EIVA,Fri,1,L,0,3,3,W2,N
MVB,2020,RS,N,Barton,ConferenceCarolinas,Sat,2,L,0,3,3,L1,N
MVB,2020,RS,H,PurdueFortWayne,MIVA,Sat,2,L,0,3,3,L2,Y
MVB,2020,RS,A,Quincy,MIVA,Thu,2,W,3,1,4,L3,N
MVB,2020,RS,A,Lindenwood,MIVA,Sat,2,L,2,3,5,W1,N
MVB,2020,RS,H,OhioState,MIVA,Fri,2,W,3,1,4,L1,Y
MVB,2020,RS,H,BallState,MIVA,Sat,2,L,2,3,5,W1,Y
MVB,2020,RS,H,McKendree,MIVA,Thu,2,W,3,1,4,L1,Y
MVB,2020,RS,A,Lewis,MIVA,Sat,2,L,0,3,3,W1,N
MVB,2020,RS,A,PurdueFortWayne,MIVA,Thu,3,W,3,1,4,L1,N
MVB,2021,RS,H,LincolnMemorial,Independent,Fri,1,W,3,1,4,W1,N
MVB,2021,RS,H,Queens,Independent,Sat,1,W,3,0,3,W2,N
MVB,2021,RS,N,NJIT,EIVA,Fri,1,W,3,0,3,W3,N
MVB,2021,RS,A,SaintFrancisPA,EIVA,Sat,1,W,3,2,5,W4,N
MVB,2021,RS,A,Quincy,MIVA,Fri,2,W,3,0,3,W5,N
MVB,2021,RS,A,Quincy,MIVA,Sat,2,W,3,0,3,W6,N
MVB,2021,RS,H,Lindenwood,MIVA,Fri,2,W,3,0,3,W7,N
MVB,2021,RS,H,Lindenwood,MIVA,Sat,2,W,3,1,4,W8,N
MVB,2021,RS,A,OhioState,MIVA,Sat,2,L,2,3,5,W9,N
MVB,2021,RS,A,OhioState,MIVA,Sun,2,L,0,3,3,L1,N
MVB,2021,RS,H,PurdueFortWayne,MIVA,Thu,2,L,1,3,4,L2,N
MVB,2021,RS,A,PurdueFortWayne,MIVA,Fri,3,W,3,1,4,L3,N
MVB,2021,RS,H,McKendree,MIVA,Thu,3,W,3,0,3,W1,N
MVB,2021,RS,H,McKendree,MIVA,Fri,3,W,3,1,4,W2,N
MVB,2021,RS,A,BallState,MIVA,Fri,3,W,3,0,3,W3,N
MVB,2021,RS,A,BallState,MIVA,Sat,3,W,3,1,4,W4,N
MVB,2021,RS,H,Lewis,MIVA,Thu,4,L,0,3,3,W5,N
MVB,2021,RS,H,Lewis,MIVA,Fri,4,L,2,3,5,L1,N
MVB,2021,CT,H,Lindenwood,MIVA,Sat,4,W,3,1,4,L2,N
MVB,2021,CT,H,McKendree,MIVA,Sat,4,W,3,2,5,W1,N
MVB,2021,CT,A,Lewis,MIVA,Sat,4,L,0,3,3,W2,N
MVB,2022,RS,A,Hawaii,BigWest,Wed,1,L,0,3,3,L1,N
MVB,2022,RS,A,Hawaii,BigWest,Fri,1,L,1,3,4,L2,N
MVB,2022,RS,H,SaintFrancisPA,EIVA,Fri,1,W,3,0,3,L3,N
MVB,2022,RS,H,NJIT,EIVA,Sat,1,W,3,1,4,W1,N
MVB,2022,RS,H,BelmontAbbey,ConferenceCarolinas,Fri,1,W,3,0,3,W2,N
MVB,2022,RS,H,LongBeachState,BigWest,Sat,1,L,0,3,3,W3,N
MVB,2022,RS,A,LincolnMemorial,Independent,Fri,1,L,0,3,3,L1,N
MVB,2022,RS,A,King,ConferenceCarolinas,Sat,1,W,3,2,5,L2,N
MVB,2022,RS,H,GrandCanyon,MPSF,Fri,2,L,0,3,3,W1,N
MVB,2022,RS,H,Quincy,MIVA,Thu,2,W,3,0,3,L1,N
MVB,2022,RS,H,Lindenwood,MIVA,Sat,2,W,3,1,4,W1,Y
MVB,2022,RS,A,OhioState,MIVA,Thu,2,W,3,2,5,W2,N
MVB,2022,RS,A,BallState,MIVA,Sat,2,W,3,1,4,W3,N
MVB,2022,RS,A,McKendree,MIVA,Thu,2,L,2,3,5,W4,N
MVB,2022,RS,H,Lewis,MIVA,Sat,2,W,3,0,3,L1,Y
MVB,2022,RS,H,PurdueFortWayne,MIVA,Fri,3,W,3,0,3,W1,Y
MVB,2022,RS,H,EmmanuelCollegeGA,ConferenceCarolinas,Sat,3,W,3,0,3,W2,Y
MVB,2022,RS,H,DaemenCollege,Independent,Sun,3,W,3,1,4,W3,Y
MVB,2022,RS,A,PurdueFortWayne,MIVA,Sat,3,W,3,1,4,W4,N
MVB,2022,RS,H,McKendree,MIVA,Thu,3,L,2,3,5,W5,Y
MVB,2022,RS,A,Lewis,MIVA,Sat,3,W,3,0,3,L1,N
MVB,2022,RS,A,Lindenwood,MIVA,Thu,3,W,3,0,3,W1,N
MVB,2022,RS,A,Quincy,MIVA,Sat,4,W,3,0,3,W2,N
MVB,2022,RS,H,BallState,MIVA,Thu,4,W,3,0,3,W3,Y
MVB,2022,RS,H,OhioState,MIVA,Sat,4,L,0,3,3,W4,N
MVB,2022,CT,H,Lindenwood,MIVA,Sat,4,W,3,0,3,L1,N
MVB,2022,CT,H,PurdueFortWayne,MIVA,Wed,4,L,0,3,3,W1,N
MVB,2023,RS,H,MissouriS&T,Independent,Mon,1,W,3,0,3,L1,N
MVB,2023,RS,H,King,ConferenceCarolinas,Thu,1,W,3,0,3,W1,N
MVB,2023,RS,H,UCSanDiego,BigWest,Fri,1,W,3,0,3,W2,N
MVB,2023,RS,A,NJIT,EIVA,Fri,1,W,3,0,3,W3,N
MVB,2023,RS,A,LIU,NEC,Sat,1,W,3,1,4,W4,N
MVB,2023,RS,H,Maryville,Independent,Fri,1,W,3,1,4,W5,N
MVB,2023,RS,H,StFrancisBrooklyn,NEC,Sat,1,W,3,0,3,W6,N
MVB,2023,RS,A,ConcordiaIrvine,MPSF,Thu,2,L,1,3,4,W7,N
MVB,2023,RS,A,LongBeachState,BigWest,Fri,2,L,2,3,5,L1,N
MVB,2023,RS,A,Quincy,MIVA,Fri,2,W,3,0,3,L2,N
MVB,2023,RS,A,Lindenwood,MIVA,Sat,2,W,3,2,5,W1,N
MVB,2023,RS,H,BallState,MIVA,Thu,2,W,3,1,4,W2,N
MVB,2023,RS,H,OhioState,MIVA,Sat,2,W,3,0,3,W3,N
MVB,2023,RS,A,Lewis,MIVA,Wed,2,W,3,1,4,W4,N
MVB,2023,RS,H,McKendree,MIVA,Sat,2,W,3,1,4,W5,N
MVB,2023,RS,H,PurdueFortWayne,MIVA,Sat,3,W,3,2,5,W6,N
MVB,2023,RS,H,Queens,Independent,Tue,3,W,3,0,3,W7,N
MVB,2023,RS,A,McKendree,MIVA,Fri,3,W,3,2,5,W8,N
MVB,2023,RS,H,Charleston,EIVA,Thu,3,W,3,1,4,W9,N
MVB,2023,RS,A,PurdueFortWayne,MIVA,Sat,3,L,2,3,5,W10,N
MVB,2023,RS,H,Lewis,MIVA,Thu,3,W,3,0,3,L1,N
MVB,2023,RS,N,Princeton,EIVA,Sat,3,L,1,3,4,W1,N
MVB,2023,RS,A,GeorgeMason,EIVA,Sun,3,W,3,2,5,L1,N
MVB,2023,RS,H,Lindenwood,MIVA,Fri,3,W,3,0,3,W1,N
MVB,2023,RS,H,Quincy,MIVA,Sat,4,W,3,2,5,W2,N
MVB,2023,RS,A,BallState,MIVA,Thu,4,L,0,3,3,W3,N
MVB,2023,RS,A,OhioState,MIVA,Sat,4,L,0,3,3,L1,N
MVB,2023,CT,H,McKendree,MIVA,Sat,4,L,2,3,5,L2,N
SB,2017,RS,H,IUPUI,HL,Fri,2,W,9,6,7,W1,N
SB,2017,RS,H,WesternIllinois,Summit,Fri,2,W,3,2,7,W2,N
SB,2017,RS,H,GreenBay,HL,Sat,2,W,9,6,7,W3,N
SB,2017,RS,H,DetroitMercy,HL,Sat,2,W,2,1,7,W4,N
SB,2017,RS,H,PurdueFortWayne,Summit,Sun,2,W,6,0,7,W5,N
SB,2017,RS,N,Brown,Ivy,Fri,2,W,5,2,7,W6,N
SB,2017,RS,N,Georgetown,BE,Fri,2,W,6,5,7,W7,N
SB,2017,RS,N,Manhattan,MAAC,Sat,2,W,12,2,6,W8,N
SB,2017,RS,N,Harvard,Ivy,Sat,2,W,3,1,7,W9,N
SB,2017,RS,N,Albany,AE,Sun,2,W,4,0,7,W10,N
SB,2017,RS,N,NorthCarolinaA&T,MEAC,Sat,3,W,4,1,7,W11,N
SB,2017,RS,A,AlabamaState,SWAC,Sat,3,W,5,1,12,W12,N
SB,2017,RS,N,NorthCarolinaA&T,MEAC,Sun,3,W,14,0,5,W13,N
SB,2017,RS,A,AlabamaState,SWAC,Sun,3,W,5,3,7,W14,N
SB,2017,RS,A,Alabama,SEC,Tue,3,L,0,5,7,W15,N
SB,2017,RS,N,SEMO,OVC,Thu,3,L,0,2,7,L1,N
SB,2017,RS,N,Belmont,OVC,Fri,3,L,1,3,8,L2,N
SB,2017,RS,N,JacksonvilleState,ASUN,Fri,3,W,4,2,7,L3,N
SB,2017,RS,N,TennesseeState,OVC,Sat,3,L,1,3,12,W1,N
SB,2017,RS,N,EasternIllinois,OVC,Sat,3,W,1,0,7,L1,N
SB,2017,RS,A,Evansville,MVC,Sat,3,L,0,1,7,W1,N
SB,2017,RS,A,Evansville,MVC,Sat,3,L,2,6,7,L1,N
SB,2017,RS,A,Evansville,MVC,Sun,3,L,1,4,7,L2,N
SB,2017,RS,H,Valparaiso,MVC,Tue,3,W,4,3,8,L3,N
SB,2017,RS,A,MissouriState,MVC,Sat,3,L,1,9,6,W1,N
SB,2017,RS,A,MissouriState,MVC,Sun,3,L,0,4,7,L1,N
SB,2017,RS,A,MissouriState,MVC,Sun,3,L,0,2,7,L2,N
SB,2017,RS,A,NorthernIllinois,MAC,Wed,3,L,4,7,7,L3,N
SB,2017,RS,H,WichitaState,MVC,Sat,4,L,1,2,7,L4,N
SB,2017,RS,H,WichitaState,MVC,Sat,4,L,0,3,7,L5,N
SB,2017,RS,H,WichitaState,MVC,Sun,4,W,2,1,7,L6,N
SB,2017,RS,H,DePaul,BE,Tue,4,L,1,2,7,W1,N
SB,2017,RS,A,IllinoisState,MVC,Sat,4,L,1,3,7,L1,N
SB,2017,RS,A,IllinoisState,MVC,Sat,4,L,1,2,7,L2,N
SB,2017,RS,A,IllinoisState,MVC,Sun,4,L,0,15,5,L3,N
SB,2017,RS,H,Northwestern,B1G,Wed,4,L,3,6,7,L4,N
SB,2017,RS,H,SouthernIllinois,MVC,Fri,4,L,0,1,7,L5,N
SB,2017,RS,H,SouthernIllinois,MVC,Fri,4,W,3,2,7,L6,N
SB,2017,RS,H,SouthernIllinois,MVC,Sat,4,W,2,1,7,W1,N
SB,2017,RS,H,IndianaState,MVC,Wed,4,W,5,3,7,W2,N
SB,2017,RS,H,IndianaState,MVC,Wed,4,W,3,0,7,W3,N
SB,2017,RS,H,NorthernIowa,MVC,Sat,4,L,6,7,9,W4,N
SB,2017,RS,H,NorthernIowa,MVC,Sat,4,W,1,0,10,L1,N
SB,2017,RS,H,NorthernIowa,MVC,Sun,4,W,1,0,7,W1,N
SB,2017,RS,A,UIC,HL,Tue,4,L,2,5,7,W2,N
SB,2017,RS,A,IndianaState,MVC,Wed,4,W,3,2,7,L1,N
SB,2017,RS,H,Bradley,MVC,Fri,4,L,1,4,7,W1,N
SB,2017,RS,H,Bradley,MVC,Sat,4,W,5,3,7,L1,N
SB,2017,RS,A,Drake,MVC,Sat,5,L,1,4,7,W1,N
SB,2017,RS,A,Drake,MVC,Sat,5,L,1,4,7,L1,N
SB,2017,RS,A,Drake,MVC,Sun,5,L,0,8,5,L2,N
SB,2017,CT,N,Evansville,MVC,Thu,5,W,6,1,7,L3,N
SB,2017,CT,N,WichitaState,MVC,Fri,5,L,1,3,7,W1,N
SB,2018,RS,H,NorthernColorado,BigSky,Fri,2,L,0,5,7,L1,N
SB,2018,RS,H,WrightState,HL,Fri,2,W,9,1,6,L2,N
SB,2018,RS,H,EasternKentucky,ASUN,Sat,2,L,4,5,7,W1,N
SB,2018,RS,H,PurdueFortWayne,Summit,Sat,2,W,3,2,7,L1,N
SB,2018,RS,H,IUPUI,HL,Sun,2,W,4,0,7,W1,N
SB,2018,RS,N,AlabamaA&M,SWAC,Fri,2,W,8,0,5,W2,N
SB,2018,RS,A,Lamar,Southland,Fri,2,L,4,5,7,W3,N
SB,2018,RS,N,Binghamton,AE,Sat,2,L,2,6,7,L1,N
SB,2018,RS,N,AlabamaA&M,SWAC,Sat,2,W,9,1,6,L2,N
SB,2018,RS,N,LaSalle,A10,Fri,3,L,2,3,7,W1,N
SB,2018,RS,N,LongIsland,NEC,Fri,3,L,0,1,7,L1,N
SB,2018,RS,N,SetonHall,BE,Sat,3,W,4,2,7,L2,N
SB,2018,RS,N,SIUE,OVC,Sun,3,L,1,6,7,W1,N
SB,2018,RS,N,Villanova,BE,Sun,3,W,6,2,7,L1,N
SB,2018,RS,N,NorthernKentucky,HL,Wed,3,L,0,2,7,W1,N
SB,2018,RS,N,SouthDakotaState,Summit,Wed,3,W,2,1,7,L1,N
SB,2018,RS,N,Maine,AE,Fri,3,W,1,0,7,W1,N
SB,2018,RS,N,SetonHall,BE,Fri,3,W,12,0,5,W2,N
SB,2018,RS,N,Army,Patriot,Sat,3,W,15,5,6,W3,N
SB,2018,RS,A,SouthFlorida,AAC,Sat,3,L,3,6,7,W4,N
SB,2018,RS,N,Lehigh,Petriot,Sun,3,W,6,2,7,L1,N
SB,2018,RS,A,SouthernIllinois,MVC,Sat,3,L,1,9,6,W1,N
SB,2018,RS,A,SouthernIllinois,MVC,Sat,3,W,5,2,7,L1,N
SB,2018,RS,A,SouthernIllinois,MVC,Sun,3,L,4,5,8,W1,N
SB,2018,RS,A,Bradley,MVC,Fri,3,W,7,5,7,L1,N
SB,2018,RS,A,Bradley,MVC,Fri,3,L,4,5,7,W1,N
SB,2018,RS,H,UIC,HL,Wed,3,W,1,0,7,L1,N
SB,2018,RS,H,Evansville,MVC,Fri,3,L,3,4,7,W1,N
SB,2018,RS,H,Evansville,MVC,Fri,3,W,2,0,7,L1,N
SB,2018,RS,H,Evansville,MVC,Sat,3,L,1,7,7,W1,N
SB,2018,RS,H,IllinoisState,MVC,Sat,4,L,0,3,7,L1,N
SB,2018,RS,H,IllinoisState,MVC,Sun,4,L,0,8,7,L2,N
SB,2018,RS,A,NotreDame,ACC,Wed,4,W,8,4,7,L3,N
SB,2018,RS,A,NotreDame,ACC,Wed,4,L,0,1,7,W1,N
SB,2018,RS,A,NorthernIowa,MVC,Sat,4,L,0,8,7,L1,N
SB,2018,RS,A,NorthernIowa,MVC,Sat,4,W,5,0,7,L2,N
SB,2018,RS,A,NorthernIowa,MVC,Sun,4,W,2,0,7,W1,N
SB,2018,RS,A,Valparaiso,MVC,Wed,4,W,2,1,7,W2,N
SB,2018,RS,H,MissouriState,MVC,Sat,4,L,1,2,7,W3,N
SB,2018,RS,H,MissouriState,MVC,Sat,4,W,4,3,8,L1,N
SB,2018,RS,H,MissouriState,MVC,Sun,4,L,0,2,7,W1,N
SB,2018,RS,H,Valparaiso,MVC,Tue,4,L,0,3,7,L1,N
SB,2018,RS,H,Valparaiso,MVC,Tue,4,L,0,5,7,L2,N
SB,2018,RS,A,Northwestern,B1G,Wed,4,L,1,4,7,L3,N
SB,2018,RS,H,Drake,MVC,Sat,4,L,1,7,7,L4,N
SB,2018,RS,H,Drake,MVC,Sat,4,L,3,6,7,L5,N
SB,2018,RS,H,Drake,MVC,Sun,4,W,3,0,7,L6,N
SB,2018,RS,A,IndianaState,MVC,Sat,5,W,7,1,7,W1,N
SB,2018,RS,A,IndianaState,MVC,Sat,5,L,1,4,7,W2,N
SB,2018,RS,A,IndianaState,MVC,Sun,5,L,3,5,7,L1,N
SB,2019,RS,H,UMKC,WAC,Fri,2,W,1,0,7,L2,N
SB,2019,RS,H,DetroitMercy,HL,Fri,2,W,3,1,7,W1,N
SB,2019,RS,H,PurdueFortWayne,Summit,Sat,2,W,2,0,7,W2,N
SB,2019,RS,H,Butler,BE,Sat,2,W,5,4,7,W3,N
SB,2019,RS,H,IUPUI,HL,Sun,2,W,6,0,7,W4,N
SB,2019,RS,N,Oakland,HL,Fri,2,W,10,0,5,W5,N
SB,2019,RS,N,Gardner-Webb,BigSouth,Fri,2,W,14,0,7,W6,N
SB,2019,RS,N,SacredHeart,NEC,Sat,2,W,7,2,7,W7,N
SB,2019,RS,N,Hartford,AE,Sat,2,W,8,0,5,W8,N
SB,2019,RS,N,Indiana,B1G,Fri,2,L,0,1,7,W9,N
SB,2019,RS,A,Mercer,SoCon,Fri,2,W,9,0,5,L1,N
SB,2019,RS,N,NorthCarolinaA&T,MEAC,Sat,2,W,8,0,5,W1,N
SB,2019,RS,N,Akron,MAC,Sat,2,W,11,2,6,W2,N
SB,2019,RS,N,Indiana,B1G,Sun,2,L,1,3,7,W3,N
SB,2019,RS,N,UTMartin,OVC,Fri,3,W,4,3,7,L1,N
SB,2019,RS,N,MississippiValleyState,SWAC,Fri,3,W,12,0,5,W1,N
SB,2019,RS,N,SamHoustonState,Southland,Sat,3,L,3,4,9,W2,N
SB,2019,RS,N,SamHoustonState,Southland,Sat,3,L,3,5,7,L1,N
SB,2019,RS,A,SaintLouis,A10,Thu,3,W,10,4,7,L2,N
SB,2019,RS,A,MissouriState,MVC,Sat,3,L,1,2,7,W1,N
SB,2019,RS,A,MissouriState,MVC,Sat,3,L,0,1,7,L1,N
SB,2019,RS,A,MissouriState,MVC,Sun,3,L,3,5,7,L2,N
SB,2019,RS,A,Evansville,MVC,Sat,3,W,9,6,7,L3,N
SB,2019,RS,A,Evansville,MVC,Sat,3,L,3,5,7,W1,N
SB,2019,RS,A,Evansville,MVC,Sun,3,L,1,9,6,L1,N
SB,2019,RS,A,UIC,HL,Tue,3,L,1,2,7,L2,N
SB,2019,RS,H,Bradley,MVC,Sun,3,L,5,12,7,L3,Y
SB,2019,RS,H,Bradley,MVC,Mon,4,L,1,7,7,L4,N
SB,2019,RS,H,Bradley,MVC,Mon,4,L,4,9,7,L5,N
SB,2019,RS,H,UIC,HL,Tue,4,W,5,1,7,L6,N
SB,2019,RS,A,Northwestern,B1G,Wed,4,L,1,5,7,W1,N
SB,2019,RS,H,IndianaState,MVC,Sat,4,W,2,1,7,L1,N
SB,2019,RS,H,IndianaState,MVC,Sat,4,W,13,7,7,W1,N
SB,2019,RS,H,IndianaState,MVC,Sun,4,W,14,8,7,W2,N
SB,2019,RS,H,Valparaiso,MVC,Tue,4,W,4,2,7,W3,Y
SB,2019,RS,H,Valparaiso,MVC,Tue,4,W,9,1,5,W4,N
SB,2019,RS,A,Drake,MVC,Sat,4,L,0,9,5,W5,N
SB,2019,RS,A,Drake,MVC,Sat,4,L,0,1,7,L1,N
SB,2019,RS,A,Drake,MVC,Sun,4,L,0,11,5,L2,N
SB,2019,RS,A,NorthernIllinois,MAC,Wed,4,L,6,7,11,L3,N
SB,2019,RS,A,NorthernIllinois,MAC,Wed,4,L,3,6,7,L4,N
SB,2019,RS,H,SouthernIllinois,MVC,Sat,4,W,5,4,8,L5,Y
SB,2019,RS,H,SouthernIllinois,MVC,Sat,4,L,3,8,7,W1,Y
SB,2019,RS,A,Valparaiso,MVC,Wed,4,W,5,2,7,L1,N
SB,2019,RS,A,IllinoisState,MVC,Sun,4,W,9,4,7,W1,N
SB,2019,RS,A,IllinoisState,MVC,Sun,4,L,5,11,7,W2,N
SB,2019,RS,H,NorthernIowa,MVC,Sat,5,L,1,6,7,L1,Y
SB,2019,RS,H,NorthernIowa,MVC,Sat,5,L,0,8,5,L2,Y
SB,2019,RS,H,NorthernIowa,MVC,Sun,5,L,1,6,7,L3,Y
SB,2019,CT,N,IndianaState,MVC,Wed,5,L,8,11,7,L4,N
SB,2020,RS,H,Omaha,Summit,Fri,2,W,11,3,7,L5,N
SB,2020,RS,H,MiamiOH,MAC,Fri,2,L,8,10,8,W1,N
SB,2020,RS,H,GreenBay,HL,Sat,2,L,1,2,7,L1,N
SB,2020,RS,H,Butler,BE,Sat,2,W,4,3,7,L2,N
SB,2020,RS,H,IUPUI,HL,Sun,2,W,7,1,7,W1,N
SB,2020,RS,N,GeorgeMason,A10,Fri,2,W,1,0,7,W2,N
SB,2020,RS,N,HoustonBaptist,Southland,Fri,2,L,2,9,7,W3,N
SB,2020,RS,N,GeorgeMason,A10,Sat,2,W,12,0,5,L1,N
SB,2020,RS,A,SamHoustonState,Southland,Sat,2,W,8,6,7,W1,N
SB,2020,RS,A,SamHoustonState,Southland,Sun,2,W,7,0,7,W2,N
SB,2020,RS,N,Kentucky,SEC,Fri,2,L,2,10,6,W3,N
SB,2020,RS,N,WesternMichigan,MAC,Fri,2,W,4,3,8,L1,N
SB,2020,RS,N,Albany,AE,Sat,2,W,11,3,6,W1,N
SB,2020,RS,N,Dartmouth,Ivy,Sat,2,W,3,0,7,W2,N
SB,2020,RS,N,Albany,AE,Sun,3,L,0,1,7,W3,N
SB,2020,RS,N,DetroitMercy,HL,Sun,3,W,6,0,7,L1,N
SB,2020,RS,N,FloridaGulfCoast,ASUN,Thu,3,L,5,8,7,W1,N
SB,2020,RS,N,StBonaventure,A10,Thu,3,W,3,0,7,L1,N
SB,2020,RS,N,CentralMichigan,MAC,Fri,3,L,3,4,7,W1,N
SB,2020,RS,N,Iowa,B1G,Fri,3,L,1,3,8,L1,N
SB,2020,RS,N,SouthDakotaState,Summit,Sat,3,L,2,5,7,L2,N
SB,2021,RS,H,UMKC,WAC,Fri,2,L,2,3,8,L3,N
SB,2021,RS,H,WesternIllinois,Summit,Sat,2,L,0,1,7,L4,N
SB,2021,RS,H,DePaul,BE,Sat,2,L,6,14,5,L5,N
SB,2021,RS,H,WesternIllinois,Summit,Sun,2,L,3,6,7,L6,N
SB,2021,RS,A,Belmont,OVC,Thu,2,L,1,2,7,L7,N
SB,2021,RS,A,Belmont,OVC,Thu,2,L,6,7,9,L8,N
SB,2021,RS,N,Oakland,HL,Fri,3,W,6,5,7,L9,N
SB,2021,RS,A,Lipscomb,ASUN,Fri,3,L,0,5,7,W1,N
SB,2021,RS,N,Oakland,HL,Sat,3,W,10,1,5,L1,N
SB,2021,RS,A,Lipscomb,ASUN,Sat,3,L,1,2,10,W1,N
SB,2021,RS,A,Lipscomb,ASUN,Sun,3,L,1,9,6,L1,N
SB,2021,RS,N,WesternIllinois,Summit,Sat,3,W,5,4,7,L2,N
SB,2021,RS,A,SaintLouis,A10,Sat,3,L,1,4,7,W1,N
SB,2021,RS,N,WesternIllinois,Summit,Sun,3,W,7,6,8,L1,N
SB,2021,RS,A,SaintLouis,A10,Sun,3,L,9,11,7,W1,N
SB,2021,RS,A,Evansville,MVC,Sat,3,W,1,0,7,L1,N
SB,2021,RS,A,Evansville,MVC,Sat,3,L,3,7,7,W1,N
SB,2021,RS,A,Evansville,MVC,Sun,3,L,4,7,7,L1,N
SB,2021,RS,A,IllinoisState,MVC,Sun,3,L,4,7,7,L2,N
SB,2021,RS,A,IllinoisState,MVC,Sun,3,L,4,5,7,L3,N
SB,2021,RS,H,DePaul,BE,Wed,3,L,5,7,7,L4,N
SB,2021,RS,H,SouthernIllinois,MVC,Fri,4,L,0,10,6,L5,N
SB,2021,RS,H,SouthernIllinois,MVC,Fri,4,L,1,12,6,L6,N
SB,2021,RS,H,SouthernIllinois,MVC,Sat,4,L,0,3,7,L7,N
SB,2021,RS,H,Bradley,MVC,Sun,4,W,5,3,7,L8,N
SB,2021,RS,H,Bradley,MVC,Sun,4,L,3,4,7,W1,N
SB,2021,RS,H,Bradley,MVC,Mon,4,W,3,2,9,L1,N
SB,2021,RS,H,NorthernIowa,MVC,Fri,4,L,2,4,7,W1,N
SB,2021,RS,H,NorthernIowa,MVC,Fri,4,W,10,9,7,L1,N
SB,2021,RS,H,NorthernIowa,MVC,Sat,4,L,1,3,9,W1,N
SB,2021,RS,H,Valparaiso,MVC,Wed,4,W,7,1,7,L1,N
SB,2021,RS,A,MissouriState,MVC,Sat,4,W,5,4,7,W1,N
SB,2021,RS,A,MissouriState,MVC,Sun,4,L,0,1,7,W2,N
SB,2021,RS,A,MissouriState,MVC,Sun,4,L,0,7,7,L1,N
SB,2021,RS,A,Drake,MVC,Sat,5,L,1,5,7,L2,N
SB,2021,RS,A,Drake,MVC,Sat,5,L,2,5,7,L3,N
SB,2021,RS,A,Drake,MVC,Sun,5,L,0,2,7,L4,N
SB,2021,RS,H,IndianaState,MVC,Fri,5,L,1,2,10,L5,N
SB,2021,RS,H,IndianaState,MVC,Fri,5,W,3,1,7,L6,N
SB,2021,RS,H,IndianaState,MVC,Sat,5,W,4,1,7,W1,N
SB,2021,CT,A,Evansville,MVC,Wed,5,W,3,1,7,W2,N
SB,2021,CT,N,Drake,MVC,Thu,5,L,1,7,7,W3,N
SB,2022,RS,N,KennesawState,ASUN,Fri,2,L,5,8,7,L1,N
SB,2022,RS,N,Mercer,SoCon,Fri,2,W,6,5,10,L2,N
SB,2022,RS,N,Mercer,SoCon,Sat,2,W,4,2,7,W1,N
